InvoiceApprovalDate,SalesOrderId,CustomerId,Remarks,InvoiceAmount,FullyPaid,PartlyPaid,Transactions,AmountPaid,AmountDue,PaidPercent,LastPaymentDate,DaysToPay,PaidInvoice,TransacRecords,PaidInvoicesNo,PaidInvoicesTotal,LatePaidInvoicesNo,LatePaidInvoicesTotal,LateInvoiceAmounts,TotalDaysPaidLate,NoOutstandingInvoices,NoLateOutstandingInvoices,OutstandingTotal,LateOutstandingTotal,LateOutstandingAmounts,TotalDaysLateOutstanding,RatioPaidLate,RatioPaidLateSum,RatioOutstandingLate,RatioOutstandingLateSum,label
2021-03-05,a9da17da-ee99-4500-a0ca-9362323cb493,1f355f31-c0ae-44af-9df2-b1bc27f80878,Needed urgently,120000.0,True,False,"[[Timestamp('2021-03-05 00:00:00'), 120000.0]]",120000.0,0.0,100.0,2021-03-05,0,1,"[[Timestamp('2021-02-08 00:00:00'), 162500.0, 99.6923076923077, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-02-08 00:00:00'), 120000.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 80000.0, 100.0, Timestamp('2021-03-26 00:00:00'), 21], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-26 00:00:00'), 21], [Timestamp('2021-03-05 00:00:00'), 120000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 80000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 156000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 120000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0]]",2,282500.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-05,b45683f8-7563-451d-b848-0d4e47ece233,1f355f31-c0ae-44af-9df2-b1bc27f80878,Needed urgently,40000.0,True,False,"[[Timestamp('2021-03-05 00:00:00'), 40000.0]]",40000.0,0.0,100.0,2021-03-05,0,1,"[[Timestamp('2021-02-08 00:00:00'), 162500.0, 99.6923076923077, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-02-08 00:00:00'), 120000.0, 100.0, Timestamp('2021-02-08 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 80000.0, 100.0, Timestamp('2021-03-26 00:00:00'), 21], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-26 00:00:00'), 21], [Timestamp('2021-03-05 00:00:00'), 120000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 80000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 156000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 120000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0], [Timestamp('2021-03-05 00:00:00'), 40000.0, 100.0, Timestamp('2021-03-05 00:00:00'), 0]]",2,282500.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-12,f6136b5a-0b8d-406c-ab5c-0dc8588269ba,1f777f1b-8aad-4e98-8e4a-52f345cdce9c,,175000.0,True,False,"[[Timestamp('2021-01-12 00:00:00'), 175000.0]]",175000.0,0.0,100.0,2021-01-12,0,-1,"[[Timestamp('2021-01-12 00:00:00'), 175000.0, 100.0, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-02-22 00:00:00'), 28500.0, 100.0, Timestamp('2021-02-22 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-22,76e35ce4-1fb5-4276-bf71-8c3863f07e2f,1f777f1b-8aad-4e98-8e4a-52f345cdce9c,,28500.0,True,False,"[[Timestamp('2021-02-22 00:00:00'), 28500.0]]",28500.0,0.0,100.0,2021-02-22,0,1,"[[Timestamp('2021-01-12 00:00:00'), 175000.0, 100.0, Timestamp('2021-01-12 00:00:00'), 0], [Timestamp('2021-02-22 00:00:00'), 28500.0, 100.0, Timestamp('2021-02-22 00:00:00'), 0]]",1,175000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-14,2224b404-7733-4d1b-b389-affe279c31b6,1fa9806f-4ef7-458e-9fe7-549dce83d341,,108000.0,True,False,"[[Timestamp('2021-01-14 00:00:00'), 108000.0]]",108000.0,0.0,100.0,2021-01-14,0,-1,"[[Timestamp('2021-01-14 00:00:00'), 108000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 127500.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-03-18 00:00:00'), 108250.0, 100.0, Timestamp('2021-04-22 00:00:00'), 35]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-15,ccab602a-c5ed-4697-9b30-2e0853d8d65b,1fa9806f-4ef7-458e-9fe7-549dce83d341,,127500.0,True,False,"[[Timestamp('2021-02-15 00:00:00'), 127500.0]]",127500.0,0.0,100.0,2021-02-15,0,1,"[[Timestamp('2021-01-14 00:00:00'), 108000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 127500.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-03-18 00:00:00'), 108250.0, 100.0, Timestamp('2021-04-22 00:00:00'), 35]]",1,108000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-18,5bee1aa6-1437-4aa7-b39d-91e501359200,1fa9806f-4ef7-458e-9fe7-549dce83d341,,108250.0,True,False,"[[Timestamp('2021-04-22 00:00:00'), 108250.0]]",108250.0,0.0,100.0,2021-04-22,35,1,"[[Timestamp('2021-01-14 00:00:00'), 108000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 127500.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-03-18 00:00:00'), 108250.0, 100.0, Timestamp('2021-04-22 00:00:00'), 35]]",2,235500.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,31-60
2021-03-03,921b4483-7fd3-44dc-a89f-1684cc52c6d8,20057f1c-b147-4c5f-5c2b-08d8d882e26a,,282000.0,True,False,"[[Timestamp('2021-03-03 00:00:00'), 282000.0]]",282000.0,0.0,100.0,2021-03-03,0,-1,"[[Timestamp('2021-03-03 00:00:00'), 282000.0, 100.0, Timestamp('2021-03-03 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-03,0e2c9724-8b7c-43ca-9ffd-2efb1631dfff,2060535d-9141-43c2-3f28-08d8c8249922,,250000.0,True,False,"[[Timestamp('2021-02-03 00:00:00'), 250000.0]]",250000.0,0.0,100.0,2021-02-03,0,-1,"[[Timestamp('2021-02-03 00:00:00'), 250000.0, 100.0, Timestamp('2021-02-03 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-20,71cb7e82-81e9-4351-9ad9-1b4c276d237e,2080a38c-5a9c-4fb3-adc0-825fc269e1ea,,440000.0,True,False,"[[Timestamp('2021-01-20 00:00:00'), 440000.0]]",440000.0,0.0,100.0,2021-01-20,0,-1,"[[Timestamp('2021-01-20 00:00:00'), 440000.0, 100.0, Timestamp('2021-01-20 00:00:00'), 0], [Timestamp('2021-02-09 00:00:00'), 214000.0, 100.0, Timestamp('2021-02-09 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-09,23ca40bd-ce5a-4a5b-9a55-33685d272190,2080a38c-5a9c-4fb3-adc0-825fc269e1ea,,214000.0,True,False,"[[Timestamp('2021-02-09 00:00:00'), 214000.0]]",214000.0,0.0,100.0,2021-02-09,0,1,"[[Timestamp('2021-01-20 00:00:00'), 440000.0, 100.0, Timestamp('2021-01-20 00:00:00'), 0], [Timestamp('2021-02-09 00:00:00'), 214000.0, 100.0, Timestamp('2021-02-09 00:00:00'), 0]]",1,440000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-02-01,c0d551ea-13fd-4a84-9e7d-9a7d177121f7,21053ed2-5fa1-4ffc-4365-08d8c360b3bd,Kindly Approve,470000.0,True,False,"[[Timestamp('2021-02-01 00:00:00'), 470000.0]]",470000.0,0.0,100.0,2021-02-01,0,-1,"[[Timestamp('2021-02-01 00:00:00'), 470000.0, 100.0, Timestamp('2021-02-01 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-23,fba032a2-2c63-4a4d-83de-1faf6da2e129,21eb1377-a2d0-4f70-dc83-08d88154e04c,"PAYMENT OF 750,000 CONFIRMED",750000.0,True,False,"[[Timestamp('2021-02-23 00:00:00'), 750000.0]]",750000.0,0.0,100.0,2021-02-23,0,-1,"[[Timestamp('2021-02-23 00:00:00'), 750000.0, 100.0, Timestamp('2021-02-23 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-27,a8238641-0904-41d3-9f37-25ef0223f79d,246fb1c3-8250-4509-77e2-08d8d1983514,,47000.0,True,False,"[[Timestamp('2021-02-27 00:00:00'), 28000.0], [Timestamp('2021-03-02 00:00:00'), 19000.0]]",47000.0,0.0,100.0,2021-03-02,3,-1,"[[Timestamp('2021-02-27 00:00:00'), 47000.0, 100.0, Timestamp('2021-03-02 00:00:00'), 3]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-01-28,4c098e68-f953-4a46-95a4-be6bd862d18c,24dcde4e-a472-4719-8205-08d8bf40796c,,54000.0,True,False,"[[Timestamp('2021-01-28 00:00:00'), 250.0], [Timestamp('2021-02-06 00:00:00'), 53750.0]]",54000.0,0.0,100.0,2021-02-06,9,-1,"[[Timestamp('2021-01-28 00:00:00'), 54000.0, 100.0, Timestamp('2021-02-06 00:00:00'), 9], [Timestamp('2021-01-28 00:00:00'), 274750.0, 100.0, Timestamp('2021-01-28 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-01-28,83257890-d8f9-4e95-bac9-0491cdd2435c,24dcde4e-a472-4719-8205-08d8bf40796c,,274750.0,True,False,"[[Timestamp('2021-01-28 00:00:00'), 274750.0]]",274750.0,0.0,100.0,2021-01-28,0,-1,"[[Timestamp('2021-01-28 00:00:00'), 54000.0, 100.0, Timestamp('2021-02-06 00:00:00'), 9], [Timestamp('2021-01-28 00:00:00'), 274750.0, 100.0, Timestamp('2021-01-28 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-02,49dbf9fd-0ad1-4f2d-a9ff-e9e800e64228,24efc813-1d1b-4155-e76e-08d8540dc0ba,,1000000.0,True,False,"[[Timestamp('2021-02-02 00:00:00'), 1000000.0]]",1000000.0,0.0,100.0,2021-02-02,0,-1,"[[Timestamp('2021-02-02 00:00:00'), 1000000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-04-13 00:00:00'), 318500.0, 100.0, Timestamp('2021-04-13 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-15,54c2b1f5-e5f0-4a08-9fb8-beba92d5ae37,24efc813-1d1b-4155-e76e-08d8540dc0ba,,1750000.0,True,False,"[[Timestamp('2021-02-15 00:00:00'), 1750000.0]]",1750000.0,0.0,100.0,2021-02-15,0,1,"[[Timestamp('2021-02-02 00:00:00'), 1000000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-04-13 00:00:00'), 318500.0, 100.0, Timestamp('2021-04-13 00:00:00'), 0]]",1,1000000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-04-13,d0392b6d-2ff3-4eae-a702-9ba1e375b17b,24efc813-1d1b-4155-e76e-08d8540dc0ba,,318500.0,True,False,"[[Timestamp('2021-04-13 00:00:00'), 318500.0]]",318500.0,0.0,100.0,2021-04-13,0,1,"[[Timestamp('2021-02-02 00:00:00'), 1000000.0, 100.0, Timestamp('2021-02-02 00:00:00'), 0], [Timestamp('2021-02-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-02-15 00:00:00'), 0], [Timestamp('2021-04-13 00:00:00'), 318500.0, 100.0, Timestamp('2021-04-13 00:00:00'), 0]]",2,2750000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-03-30,e33abfd8-33d7-4e72-aa83-31fa2e500b5b,2560bf2b-c74a-4db2-aa82-eea6edf0bf55,,1300000.0,True,False,"[[Timestamp('2021-03-30 00:00:00'), 1300000.0]]",1300000.0,0.0,100.0,2021-03-30,0,-1,"[[Timestamp('2021-03-30 00:00:00'), 1300000.0, 100.0, Timestamp('2021-03-30 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-23,e3c110b0-5ea6-4669-8329-bcf1ea20331f,2595e549-2939-4dca-91d3-08d8d71d8a23,,74690.0,True,False,"[[Timestamp('2021-02-23 00:00:00'), 74690.0]]",74690.0,0.0,100.0,2021-02-23,0,-1,"[[Timestamp('2021-02-23 00:00:00'), 74690.0, 100.0, Timestamp('2021-02-23 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-09,078817f5-24ee-4eee-bbd0-7df57e022ac0,26fe296f-58be-4e11-0c8f-08d8fff7862a,,2250000.0,True,False,"[[Timestamp('2021-04-09 00:00:00'), 2250000.0]]",2250000.0,0.0,100.0,2021-04-09,0,-1,"[[Timestamp('2021-04-09 00:00:00'), 2250000.0, 100.0, Timestamp('2021-04-09 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-31,1428016b-ea6d-4b69-85f1-4b7208325bc1,271c826c-afd2-421c-b84b-08d8f28c6958,,180000.0,True,False,"[[Timestamp('2021-03-31 00:00:00'), 180000.0]]",180000.0,0.0,100.0,2021-03-31,0,-1,"[[Timestamp('2021-03-31 00:00:00'), 180000.0, 100.0, Timestamp('2021-03-31 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-02-19,104f198d-4e87-403f-9f94-0f7f4553257d,286acea9-5bf8-4ef5-a480-7b6171a08352,Kindly approve Sir,3500.0,True,False,"[[Timestamp('2021-02-19 00:00:00'), 3500.0]]",3500.0,0.0,100.0,2021-02-19,0,-1,"[[Timestamp('2021-02-19 00:00:00'), 3500.0, 100.0, Timestamp('2021-02-19 00:00:00'), 0], [Timestamp('2021-03-04 00:00:00'), 190500.0, 100.0, Timestamp('2021-03-04 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-04,110ec5e8-71b8-48aa-9040-e0bc574d6d5c,286acea9-5bf8-4ef5-a480-7b6171a08352,kindly approve ,190500.0,True,False,"[[Timestamp('2021-03-04 00:00:00'), 190500.0]]",190500.0,0.0,100.0,2021-03-04,0,1,"[[Timestamp('2021-02-19 00:00:00'), 3500.0, 100.0, Timestamp('2021-02-19 00:00:00'), 0], [Timestamp('2021-03-04 00:00:00'), 190500.0, 100.0, Timestamp('2021-03-04 00:00:00'), 0]]",1,3500.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-12,31cca25c-98aa-4392-a7d3-343a17f77668,2953b64a-1437-43aa-5b61-08d8b45f5192,,235000.0,True,False,"[[Timestamp('2021-01-12 00:00:00'), 235000.0]]",235000.0,0.0,100.0,2021-01-12,0,-1,"[[Timestamp('2021-01-12 00:00:00'), 235000.0, 100.0, Timestamp('2021-01-12 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-31,d4c54d99-b7e6-4d75-9861-3f5ff494c64f,296372fe-bbe1-49e3-0a06-08d828cd2443,,105750.0,True,False,"[[Timestamp('2021-03-31 00:00:00'), 105750.0]]",105750.0,0.0,100.0,2021-03-31,0,-1,"[[Timestamp('2021-03-31 00:00:00'), 105750.0, 100.0, Timestamp('2021-03-31 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 75000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-04-08,13e1c9ab-607a-4137-96ba-2c0dd1c4e23b,296372fe-bbe1-49e3-0a06-08d828cd2443,,75000.0,True,False,"[[Timestamp('2021-04-08 00:00:00'), 75000.0]]",75000.0,0.0,100.0,2021-04-08,0,1,"[[Timestamp('2021-03-31 00:00:00'), 105750.0, 100.0, Timestamp('2021-03-31 00:00:00'), 0], [Timestamp('2021-04-08 00:00:00'), 75000.0, 100.0, Timestamp('2021-04-08 00:00:00'), 0]]",1,105750.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-29,72eadb35-a6d6-41be-a981-70e84194a7a2,29c2615c-f5fa-4f17-ff4b-08d8bd436201,Kindly approve Sir,18750.0,True,False,"[[Timestamp('2021-01-29 00:00:00'), 18750.0]]",18750.0,0.0,100.0,2021-01-29,0,-1,"[[Timestamp('2021-01-29 00:00:00'), 18750.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0], [Timestamp('2021-01-29 00:00:00'), 7000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-29,94b7d181-8800-43c6-92fd-4b6e3d5f7254,29c2615c-f5fa-4f17-ff4b-08d8bd436201,Kindly approve Sir,7000.0,True,False,"[[Timestamp('2021-01-29 00:00:00'), 7000.0]]",7000.0,0.0,100.0,2021-01-29,0,-1,"[[Timestamp('2021-01-29 00:00:00'), 18750.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0], [Timestamp('2021-01-29 00:00:00'), 7000.0, 100.0, Timestamp('2021-01-29 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-18,1109ef58-9443-4163-a708-af3a26a99763,2c04527f-c87a-41bf-c00a-08d8b8c62267,,175000.0,True,False,"[[Timestamp('2021-01-18 00:00:00'), 175000.0]]",175000.0,0.0,100.0,2021-01-18,0,-1,"[[Timestamp('2021-01-18 00:00:00'), 175000.0, 100.0, Timestamp('2021-01-18 00:00:00'), 0], [Timestamp('2021-01-27 00:00:00'), 1168750.0, 100.0, Timestamp('2021-01-27 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-27,24eff67b-ead5-4911-aa4f-c4af9dc48b29,2c04527f-c87a-41bf-c00a-08d8b8c62267,,1168750.0,True,False,"[[Timestamp('2021-01-27 00:00:00'), 1168750.0]]",1168750.0,0.0,100.0,2021-01-27,0,1,"[[Timestamp('2021-01-18 00:00:00'), 175000.0, 100.0, Timestamp('2021-01-18 00:00:00'), 0], [Timestamp('2021-01-27 00:00:00'), 1168750.0, 100.0, Timestamp('2021-01-27 00:00:00'), 0]]",1,175000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-02-23,14487bec-d1e2-4425-9782-573c373bb41a,2cc3b4e4-afdb-4f61-05c0-08d8d7dd1eac,,175000.0,True,False,"[[Timestamp('2021-02-23 00:00:00'), 175000.0]]",175000.0,0.0,100.0,2021-02-23,0,-1,"[[Timestamp('2021-02-23 00:00:00'), 175000.0, 100.0, Timestamp('2021-02-23 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-18,ed0ee5be-2c3c-4e8b-af3a-109b97da23bd,2e5019a4-bca3-4394-c002-08d8b8c62267,,175000.0,True,False,"[[Timestamp('2021-01-22 00:00:00'), 175000.0]]",175000.0,0.0,100.0,2021-01-22,3,-1,"[[Timestamp('2021-01-18 00:00:00'), 175000.0, 100.0, Timestamp('2021-01-22 00:00:00'), 3]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-03-02,58d6017a-f590-4461-8e19-075caba868a7,2ee42ca3-3508-4e25-0c35-08d8615dff18,,270750.0,True,False,"[[Timestamp('2021-03-02 00:00:00'), 270750.0]]",270750.0,0.0,100.0,2021-03-02,0,-1,"[[Timestamp('2021-03-02 00:00:00'), 270750.0, 100.0, Timestamp('2021-03-02 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-03-04,58f84925-01ba-4f7c-8e7b-51ee34a6b24c,2fc3b83f-ea73-41b5-85a3-d4a82f11fdcb,Kindly Approve,211500.0,True,False,"[[Timestamp('2021-03-04 00:00:00'), 111500.0], [Timestamp('2021-03-08 00:00:00'), 100000.0]]",211500.0,0.0,100.0,2021-03-08,4,-1,"[[Timestamp('2021-03-04 00:00:00'), 211500.0, 100.0, Timestamp('2021-03-08 00:00:00'), 4]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,0-30
2021-01-21,3ef325ac-7027-4db3-94c1-bdb5e5da5ff5,3000f6b8-29c7-49eb-7c99-08d8e34652df,Kindly approve Sir,630000.0,True,False,"[[Timestamp('2021-03-19 00:00:00'), 630000.0]]",630000.0,0.0,100.0,2021-03-19,57,-1,"[[Timestamp('2021-01-21 00:00:00'), 630000.0, 100.0, Timestamp('2021-03-19 00:00:00'), 57]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,31-60
2021-01-13,aeb33e11-9b5c-4dc1-b198-2afd0621c347,30e5d23b-7fb0-4c63-bdbf-08d8b79bfe1b,,275000.0,True,False,"[[Timestamp('2021-01-13 00:00:00'), 275000.0]]",275000.0,0.0,100.0,2021-01-13,0,-1,"[[Timestamp('2021-01-13 00:00:00'), 275000.0, 100.0, Timestamp('2021-01-13 00:00:00'), 0], [Timestamp('2021-01-14 00:00:00'), 467500.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-14,07b62782-bad3-4506-8041-79f8a9e935da,30e5d23b-7fb0-4c63-bdbf-08d8b79bfe1b,JAN,467500.0,True,False,"[[Timestamp('2021-01-14 00:00:00'), 467500.0]]",467500.0,0.0,100.0,2021-01-14,0,1,"[[Timestamp('2021-01-13 00:00:00'), 275000.0, 100.0, Timestamp('2021-01-13 00:00:00'), 0], [Timestamp('2021-01-14 00:00:00'), 467500.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0]]",1,275000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-04-14,8a605181-964a-4e60-ba95-dc8dda723dba,3155ab90-3fc2-450d-0e7e-08d8ed11d4d5,,46500.0,True,False,"[[Timestamp('2021-04-14 00:00:00'), 46500.0]]",46500.0,0.0,100.0,2021-04-14,0,-1,"[[Timestamp('2021-04-14 00:00:00'), 46500.0, 100.0, Timestamp('2021-04-14 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-14,6e8a7101-d1b5-430e-9515-039dceedb504,31a78966-e598-4bd2-bdc0-08d8b79bfe1b,PAYMENT COMFIRMED,875000.0,True,False,"[[Timestamp('2021-01-14 00:00:00'), 875000.0]]",875000.0,0.0,100.0,2021-01-14,0,-1,"[[Timestamp('2021-01-14 00:00:00'), 875000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-15 00:00:00'), 17500000.0, 100.0, Timestamp('2021-01-25 00:00:00'), 10], [Timestamp('2021-01-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-01-15 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 3500000.0, 100.0, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-21 00:00:00'), 7000000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 0]]",0,0.0,0,0.0,,0,0,0,0.0,0.0,,0,,,,,
2021-01-15,030b2838-ad06-4677-9448-6155e17f675d,31a78966-e598-4bd2-bdc0-08d8b79bfe1b,,17500000.0,True,False,"[[Timestamp('2021-01-23 00:00:00'), 10000000.0], [Timestamp('2021-01-25 00:00:00'), 7500000.0]]",17500000.0,0.0,100.0,2021-01-25,10,1,"[[Timestamp('2021-01-14 00:00:00'), 875000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-15 00:00:00'), 17500000.0, 100.0, Timestamp('2021-01-25 00:00:00'), 10], [Timestamp('2021-01-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-01-15 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 3500000.0, 100.0, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-21 00:00:00'), 7000000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 0]]",1,875000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,0-30
2021-01-15,c4e0563a-80a3-49bc-8ede-a626d900eeca,31a78966-e598-4bd2-bdc0-08d8b79bfe1b,,1750000.0,True,False,"[[Timestamp('2021-01-15 00:00:00'), 1750000.0]]",1750000.0,0.0,100.0,2021-01-15,0,1,"[[Timestamp('2021-01-14 00:00:00'), 875000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-15 00:00:00'), 17500000.0, 100.0, Timestamp('2021-01-25 00:00:00'), 10], [Timestamp('2021-01-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-01-15 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 3500000.0, 100.0, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-21 00:00:00'), 7000000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 0]]",1,875000.0,0,0.0,,0,0,0,0.0,0.0,,0,0.0,0.0,,,
2021-01-19,80451f4f-1843-49a3-8129-7508b133be0c,31a78966-e598-4bd2-bdc0-08d8b79bfe1b,,3500000.0,True,False,"[[Timestamp('2021-01-19 00:00:00'), 3500000.0]]",3500000.0,0.0,100.0,2021-01-19,0,1,"[[Timestamp('2021-01-14 00:00:00'), 875000.0, 100.0, Timestamp('2021-01-14 00:00:00'), 0], [Timestamp('2021-01-15 00:00:00'), 17500000.0, 100.0, Timestamp('2021-01-25 00:00:00'), 10], [Timestamp('2021-01-15 00:00:00'), 1750000.0, 100.0, Timestamp('2021-01-15 00:00:00'), 0], [Timestamp('2021-01-19 00:00:00'), 3500000.0, 100.0, Timestamp('2021-01-19 00:00:00'), 0], [Timestamp('2021-01-21 00:00:00'), 7000000.0, 100.0, Timestamp('2021-01-21 00:00:00'), 0]]",2,2625000.0,0,0.0,,0,1,0,17500000.0,0.0,,0,0.0,0.0,0.0,0.0,
